Data,Hora UTC,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)"
2025/01/01,0000 UTC,0,"1005,4","1005,4","1004,4",,"23,4","22,4","23,7","23,4","22,6","22,4",94,93,94,251,0,0
2025/01/01,0100 UTC,0,"1005,7","1005,7","1005,4",,"23,4","22,4","23,4","23,3","22,5","22,4",94,94,94,100,0,0
2025/01/01,0200 UTC,0,"1005,9","1005,9","1005,6",,"23,4","22,4","23,5","23,4","22,6","22,4",95,94,94,226,0,0
2025/01/01,0300 UTC,0,"1005,4",1006,"1005,4",,"23,5","22,5","23,6","23,4","22,7","22,4",95,94,95,360,0,0
2025/01/01,0400 UTC,0,"1004,9","1005,4","1004,9",,"23,4","22,5","23,5","23,4","22,6","22,5",95,95,95,254,0,0
2025/01/01,0500 UTC,0,"1004,4","1004,9","1004,4",,"23,2","22,4","23,4","23,1","22,5","22,3",95,95,95,186,0,0
2025/01/01,0600 UTC,0,"1004,4","1004,4","1004,4",,23,"22,1","23,2","22,9","22,4","22,1",95,95,95,141,0,0
2025/01/01,0700 UTC,0,"1004,2","1004,6","1004,2",,"23,2","22,3","23,2","22,9","22,4","22,1",95,95,95,129,0,0
2025/01/01,0800 UTC,0,"1003,9","1004,2","1003,9",,"22,7","21,9","23,2","22,7","22,4","21,9",95,95,95,293,0,0
2025/01/01,0900 UTC,0,"1004,4","1004,4","1003,9",,"22,5","21,7","22,7","22,5","21,9","21,7",95,95,95,192,0,0
2025/01/01,1000 UTC,0,"1005,2","1005,2","1004,4",53,"23,1","22,4","23,1","22,5","22,4","21,7",96,95,96,153,0,0
2025/01/01,1100 UTC,0,"1005,7","1005,7","1005,2","668,6","25,5","24,7","25,5","23,1","24,7","22,4",96,95,95,152,0,0
2025/01/01,1200 UTC,0,1006,"1006,1","1005,7","1473,3","27,4","25,4","27,4","25,5","25,6","24,6",95,89,89,99,0,0
2025/01/01,1300 UTC,0,"1006,2","1006,3",1006,"1741,8","28,6","24,5","28,9","27,4","25,8","24,3",89,78,79,39,"5,8","0,2"
2025/01/01,1400 UTC,0,"1006,1","1006,2",1006,"1868,9","29,9","24,3","30,2","28,5","24,9","23,8",79,71,72,35,"5,2","0,7"
2025/01/01,1500 UTC,0,"1005,4","1006,1","1005,4","2064,8","30,6","24,1","31,3","29,8","24,7","23,2",72,63,68,77,7,"0,4"
2025/01/01,1600 UTC,0,"1004,5","1005,4","1004,5","1570,9","30,8","24,4","31,6","30,5","24,9","22,8",71,62,69,107,"5,6","0,4"
2025/01/01,1700 UTC,0,"1003,4","1004,5","1003,4","2711,2","33,4","22,5","33,4","30,8","24,8","21,6",69,51,53,59,"7,6",1
2025/01/01,1800 UTC,0,"1002,4","1003,4","1002,4","2434,8","33,7","21,5","33,9","32,8","22,7","21,2",54,49,49,66,"8,4","1,2"
2025/01/01,1900 UTC,0,"1001,9","1002,6","1001,9","1042,7","32,1","22,5","33,7","31,4",24,"21,1",64,48,57,32,8,"1,6"
2025/01/01,2000 UTC,"0,2","1001,9",1002,"1001,7",878,"31,4","23,2","32,5","30,8","23,5","22,5",65,57,62,25,"7,3","0,5"
2025/01/01,2100 UTC,0,"1002,1","1002,1","1001,7","404,8","30,5","22,4","31,6","30,5","23,6","22,3",63,60,62,33,"8,5","3,6"
2025/01/01,2200 UTC,0,"1002,8",1003,"1002,1","5,6","29,2","22,4","30,5","29,2","22,6","22,3",67,62,67,28,"8,5","1,4"
2025/01/01,2300 UTC,0,"1003,4","1003,4","1002,7",,"28,1","23,4","29,2",28,"23,4","22,4",76,67,76,26,"6,7","2,4"
2025/01/02,0000 UTC,0,"1004,4","1004,4","1003,4",,"27,5","23,8","28,1","27,5","23,8","23,4",80,76,80,32,"5,7",0
2025/01/02,0100 UTC,0,"1004,7","1004,8","1004,4",,"27,1",24,"27,5","27,1",24,"23,8",83,80,83,30,0,0
2025/01/02,0200 UTC,0,"1004,9",1005,"1004,7",,"26,6",24,"27,1","26,6","24,1",24,86,83,86,25,0,0
2025/01/02,0300 UTC,0,1005,"1005,1","1004,9",,"26,3","24,1","26,6","26,3","24,1",24,87,86,87,42,0,0
2025/01/02,0400 UTC,0,"1004,7","1005,1","1004,7",,"26,1",24,"26,3","26,1","24,1",24,88,87,88,9,0,0
2025/01/02,0500 UTC,0,"1004,1","1004,8","1004,1",,"25,8","23,9","26,1","25,8",24,"23,9",90,88,90,30,0,0
2025/01/02,0600 UTC,0,1004,"1004,1","1003,9",,"25,3","23,8","25,8","25,3","23,9","23,7",91,90,91,137,0,0
2025/01/02,0700 UTC,0,"1003,6",1004,"1003,6",,"24,9","23,6","25,3","24,9","23,8","23,6",92,91,92,107,0,0
2025/01/02,0800 UTC,0,"1003,8","1003,8","1003,6",,"24,5","23,3","24,9","24,4","23,7","23,3",93,92,93,118,0,0
2025/01/02,0900 UTC,0,"1004,2","1004,2","1003,8",,"24,6","23,5","24,7","24,5","23,6","23,3",94,93,93,90,0,0
2025/01/02,1000 UTC,0,"1005,1","1005,1","1004,2","55,2","24,7","23,6","24,9","24,6","23,7","23,5",94,93,94,153,0,0
2025/01/02,1100 UTC,0,"1005,7","1005,7","1005,1","421,7","26,1","24,9","26,1","24,7","24,9","23,6",94,93,93,132,0,0
2025/01/02,1200 UTC,0,1006,1006,"1005,7",1431,"28,2","24,2","28,3","26,1","25,4","24,1",93,79,79,48,"5,9","1,9"
2025/01/02,1300 UTC,0,"1006,2","1006,3","1005,9","1626,9","29,3","23,5","29,4","28,2","24,6","23,4",80,71,71,51,"8,3","2,4"
2025/01/02,1400 UTC,0,1006,"1006,2",1006,"1971,9",31,"23,1","31,1","29,3","24,2","23,1",73,63,63,68,"8,1","2,3"
2025/01/02,1500 UTC,0,"1005,6","1006,1","1005,6","2262,9","31,5","22,6","32,4","30,7","24,4","22,3",65,57,59,39,"8,1","2,7"
2025/01/02,1600 UTC,0,"1004,7","1005,6","1004,7","2356,7",33,"22,5",33,"31,5","23,5","21,7",60,53,54,80,"8,1","1,6"
2025/01/02,1700 UTC,0,"1003,7","1004,7","1003,7","2444,8","33,3",23,"33,8","32,5","23,1","21,8",56,50,55,47,"9,2","1,9"
2025/01/02,1800 UTC,0,"1002,5","1003,7","1002,4","2099,1",34,"22,8",34,"32,7","23,3","21,4",55,50,52,54,"9,2","2,3"
2025/01/02,1900 UTC,0,"1001,9","1002,5","1001,8","1581,3","32,7","21,8","34,2","32,6","22,8","21,1",54,47,53,41,9,"2,7"
2025/01/02,2000 UTC,0,"1001,8",1002,"1001,7","1030,8","32,2","22,1","32,8","32,2","22,7","21,6",56,52,55,35,"8,4","3,2"
2025/01/02,2100 UTC,0,1002,1002,"1001,7","152,4","30,7","22,4","32,2","30,7","22,4","21,9",61,54,61,32,"7,7","2,2"
2025/01/02,2200 UTC,0,"1002,8","1002,8",1002,"17,8","29,5","22,6","30,7","29,5","22,6","22,2",66,61,66,28,"7,4",3
2025/01/02,2300 UTC,0,"1003,7","1003,7","1002,9",,"28,5","22,7","29,5","28,5","22,8","22,6",71,66,71,30,"7,5","3,5"
2025/01/03,0000 UTC,0,"1004,3","1004,4","1003,7",,"27,8",23,"28,6","27,8",23,"22,8",75,71,75,26,"7,5",0
2025/01/03,0100 UTC,0,"1004,9",1005,"1004,2",,"27,2","23,4","27,8","27,2","23,4",23,80,75,80,32,"4,6",0
2025/01/03,0200 UTC,0,"1005,2","1005,3","1004,9",,"26,8","23,8","27,2","26,8","23,8","23,3",84,80,84,31,"2,7",0
2025/01/03,0300 UTC,0,"1005,3","1005,3","1005,1",,"26,5","23,9","26,8","26,5",24,"23,8",86,84,86,34,0,0
2025/01/03,0400 UTC,0,"1004,8","1005,3","1004,8",,"26,1",24,"26,5","26,1",24,"23,9",88,86,88,29,0,0
2025/01/03,0500 UTC,0,"1003,9","1004,8","1003,9",,"25,9",24,"26,2","25,9",24,"23,9",89,88,89,28,0,0
2025/01/03,0600 UTC,0,"1003,5","1003,9","1003,4",,"25,9","24,1",26,"25,8","24,1",24,90,89,90,19,"3,7","0,1"
2025/01/03,0700 UTC,0,"1003,5","1003,6","1003,5",,"25,7","23,9","25,9","25,7","24,1","23,9",90,90,90,11,"3,7",0
2025/01/03,0800 UTC,0,"1003,8","1003,8","1003,5",,"25,3","23,7","25,7","25,3","23,9","23,7",91,90,91,18,0,0
2025/01/03,0900 UTC,0,"1004,3","1004,3","1003,8",,25,"23,7","25,3","24,8","23,7","23,4",93,91,93,77,0,0
2025/01/03,1000 UTC,0,1005,1005,"1004,3","57,7",25,"23,8",25,"24,7","23,8","23,4",93,92,93,147,2,0
2025/01/03,1100 UTC,0,"1005,9","1005,9",1005,"428,2","26,2","24,7","26,2",25,"24,8","23,8",93,92,92,128,0,0
2025/01/03,1200 UTC,0,"1006,5","1006,5","1005,9","1086,7","28,1","24,5","28,2","26,2","25,4","24,5",92,81,81,53,"3,4","0,1"
2025/01/03,1300 UTC,0,"1006,7","1006,8","1006,5",1493,"29,4","24,5","29,4","28,1","24,9","24,2",82,74,75,55,"5,5","0,6"
2025/01/03,1400 UTC,0,"1006,5","1006,8","1006,5",1748,"30,6","24,8","30,6","29,4",25,"23,7",75,69,71,64,"6,9","0,3"
2025/01/03,1500 UTC,0,"1005,8","1006,5","1005,8","2000,9","30,9","23,5","31,5","30,1","25,2","23,5",71,64,64,32,"5,2",0
2025/01/03,1600 UTC,0,"1004,7","1005,8","1004,7","2125,6","31,8","23,8","32,4","30,8","24,6","23,4",67,60,63,26,"5,4",0
2025/01/03,1700 UTC,0,"1003,7","1004,7","1003,7","2377,2","32,3","23,2","33,3","31,8","24,3","22,3",64,55,59,17,"6,6","0,5"
2025/01/03,1800 UTC,0,1003,"1003,7","1002,9","1353,7","31,4","24,8","33,3","31,4","25,1","22,6",69,54,68,266,"6,6",0
2025/01/03,1900 UTC,0,"1003,1","1003,3","1002,8","165,5","27,1","24,1","31,4","27,1","25,1","22,9",85,68,84,219,"8,4","0,1"
2025/01/03,2000 UTC,0,1004,1004,"1002,8","72,3","26,2",24,27,"26,1","24,1","23,6",88,82,88,200,"8,2","0,5"
2025/01/03,2100 UTC,19,"1004,4","1004,6","1003,7","7,4","23,2",22,"26,2","22,4","23,6",21,93,84,93,246,"10,4",0
2025/01/03,2200 UTC,"0,4","1003,7","1004,4","1003,3",,"24,3","22,9","24,4","23,1",23,"21,9",93,92,92,14,0,0
2025/01/03,2300 UTC,0,"1005,4","1005,4","1003,7",,"24,1","22,9","24,3",24,"22,9","22,8",93,92,93,162,0,0
2025/01/04,0000 UTC,0,"1005,3","1005,5","1005,2",,"24,3","23,2","24,3","24,1","23,3",23,94,93,94,136,0,0
2025/01/04,0100 UTC,0,1005,"1005,4",1005,,"24,3","23,2","24,3","24,1","23,2",23,94,94,94,67,0,0
2025/01/04,0200 UTC,0,"1005,2","1005,2",1005,,"24,5","23,4","24,6","24,3","23,5","23,2",94,93,94,335,0,0
2025/01/04,0300 UTC,0,"1005,2","1005,4","1005,2",,"24,4","23,4","24,5","24,1","23,4","23,1",94,94,94,21,0,0
2025/01/04,0400 UTC,0,"1004,7","1005,2","1004,7",,"25,4","24,2","25,4","24,4","24,2","23,4",94,93,93,59,0,0
2025/01/04,0500 UTC,0,"1004,4","1004,8","1004,4",,"25,8","24,4","25,8","25,4","24,4","24,2",93,92,92,48,"4,5",0
2025/01/04,0600 UTC,0,"1003,9","1004,4","1003,9",,"25,7","24,3","25,8","25,6","24,4","24,2",92,92,92,59,0,0
2025/01/04,0700 UTC,0,1004,"1004,2","1003,8",,"25,5","24,1","25,7","25,5","24,3","24,1",92,92,92,32,0,0
2025/01/04,0800 UTC,0,"1003,7","1004,1","1003,7",,"25,1","23,8","25,5","25,1","24,1","23,8",93,92,93,256,0,0
2025/01/04,0900 UTC,0,"1003,8","1003,8","1003,6",,"24,3","23,2","25,1","24,3","23,7","23,2",94,93,94,223,0,0
2025/01/04,1000 UTC,0,"1004,5","1004,5","1003,8","113,3","24,3","23,3","24,3","23,9","23,3","22,9",94,94,94,191,0,0
2025/01/04,1100 UTC,0,"1005,4","1005,4","1004,5","599,5","25,6","24,4","25,6","24,3","24,5","23,3",94,93,93,182,0,0
2025/01/04,1200 UTC,0,"1005,8","1005,8","1005,3","839,2","27,2","25,4","27,2","25,6","25,4","24,4",93,90,90,27,0,0
2025/01/04,1300 UTC,0,1006,"1006,3","1005,8","1784,5","29,3","24,7","29,4","27,2","25,9","24,2",91,75,76,47,"6,2","0,4"
2025/01/04,1400 UTC,"0,6","1005,9","1006,1","1005,8",1189,"27,9","24,7","29,4","27,8","25,2","24,2",83,75,83,48,"6,5",0
2025/01/04,1500 UTC,"7,8",1006,"1006,1","1005,5","718,1","25,7","24,2",29,"25,5","25,8","23,9",92,79,92,62,"8,5","0,4"
2025/01/04,1600 UTC,"1,2","1005,7",1006,"1005,4","256,2","25,6","23,8",26,"25,6","24,7","23,8",93,90,90,345,"4,4","0,2"
2025/01/04,1700 UTC,0,"1003,9","1005,7","1003,9","823,2","26,3","24,4","26,3","25,3","24,4","23,7",91,89,89,1,"5,9","1,6"
2025/01/04,1800 UTC,0,"1002,8","1003,9","1002,8",1379,"27,6","24,6","27,6","26,3",25,"24,5",90,83,84,22,"8,2","3,6"
2025/01/04,1900 UTC,0,"1002,5","1002,8","1002,2","1342,5","28,2","24,4","28,5","27,6","24,8","23,9",84,78,80,18,"8,6","3,7"
2025/01/04,2000 UTC,"0,2","1002,9",1003,"1002,4","599,6","26,9","24,2","28,5","26,9",25,"24,2",87,80,85,26,"10,8","2,8"
2025/01/04,2100 UTC,0,1003,"1003,2","1002,7",265,"26,6",24,"26,9","26,6","24,3",24,87,85,86,20,"7,7","3,7"
2025/01/04,2200 UTC,0,"1003,6","1003,6","1002,8","22,3","25,8","23,4","26,6","25,8",24,"23,4",87,85,87,17,"9,7","1,3"
2025/01/04,2300 UTC,0,"1004,3","1004,3","1003,6",,"25,4","23,4","25,8","25,4","23,4","23,4",89,87,89,9,"5,3",0
2025/01/05,0000 UTC,0,"1005,1","1005,1","1004,3",,"25,1","23,5","25,4","25,1","23,5","23,4",91,89,91,13,0,0
2025/01/05,0100 UTC,0,1005,"1005,2","1004,9",,"25,1","23,6","25,1","25,1","23,6","23,5",92,91,92,333,0,0
2025/01/05,0200 UTC,0,"1004,8",1005,"1004,7",,"24,9","23,6","25,1","24,9","23,6","23,5",92,92,92,4,0,0
2025/01/05,0300 UTC,0,"1004,7","1004,8","1004,7",,"24,8","23,6",25,"24,8","23,7","23,6",93,92,93,26,0,0
2025/01/05,0400 UTC,0,"1005,1","1005,2","1004,7",,"24,7","23,6","24,9","24,7","23,7","23,5",93,93,93,106,0,0
2025/01/05,0500 UTC,0,"1004,2","1005,1","1004,2",,"24,6","23,5","24,8","24,6","23,7","23,5",94,93,94,51,0,0
2025/01/05,0600 UTC,0,"1003,9","1004,2","1003,8",,"24,9","23,8","24,9","24,6","23,9","23,5",94,94,94,75,0,0
2025/01/05,0700 UTC,0,"1003,6","1003,9","1003,6",,"24,9","23,8","24,9","24,8","23,8","23,7",94,94,94,61,0,0
2025/01/05,0800 UTC,0,"1003,8","1003,8","1003,6",,"24,9","23,8","24,9","24,8","23,8","23,7",94,94,94,83,0,0
2025/01/05,0900 UTC,0,"1004,3","1004,3","1003,8",,"24,7","23,6",25,"24,7",24,"23,6",94,94,94,270,0,0
2025/01/05,1000 UTC,"0,4","1004,9","1004,9","1004,2","54,7","25,1","24,1","25,1","24,4","24,1","23,4",95,94,94,75,0,0
2025/01/05,1100 UTC,0,"1005,6","1005,6","1004,8","373,5","25,9","24,7","25,9","25,1","24,7","24,1",94,93,93,87,"0,6",0
2025/01/05,1200 UTC,0,"1006,3","1006,3","1005,6","1125,7","27,1","24,4","27,2","25,8",25,"24,2",93,85,85,54,"4,4","0,4"
2025/01/05,1300 UTC,0,"1006,2","1006,3","1006,1","1747,5","28,4",24,"28,7","27,1",25,24,85,77,77,65,7,"1,4"
2025/01/05,1400 UTC,0,"1005,7","1006,2","1005,7","2459,5","30,6","24,3","30,6","28,4","24,9","23,2",79,67,69,66,"8,3","0,4"
2025/01/05,1500 UTC,0,"1005,2","1005,6","1005,2","1977,2","30,2","23,3","31,2","30,2","24,5",23,70,63,67,34,6,1
2025/01/05,1600 UTC,0,"1004,4","1005,2","1004,4","2294,2","30,9","22,7","31,4","29,6","24,8","22,7",71,62,62,33,"8,5","2,1"
2025/01/05,1700 UTC,"4,4","1003,8","1004,4","1003,4","2065,6","26,3","23,2","32,2","26,3",24,"22,5",83,59,83,21,"12,5","0,4"
2025/01/05,1800 UTC,0,"1002,9","1003,8","1002,9","628,2","26,6","24,6","27,6","26,2","24,8","23,3",89,83,89,312,6,0
2025/01/05,1900 UTC,0,"1003,1","1003,1","1002,5","374,7",27,"24,4","27,1","26,6","24,9","24,2",89,85,86,54,3,0
2025/01/05,2000 UTC,"9,4","1002,7","1003,1","1002,6","160,5","25,7","24,3",27,"25,1","24,9","23,1",92,86,92,262,5,0
2025/01/05,2100 UTC,0,"1003,3","1003,3","1002,7","160,5","26,9","25,3","26,9","25,7","25,3","24,3",92,91,91,349,0,0
2025/01/05,2200 UTC,0,"1004,3","1004,3","1003,3","20,6","26,6","24,6",27,"26,6","25,3","24,6",91,88,89,11,"5,6",0
2025/01/05,2300 UTC,0,"1004,5","1004,6","1004,3",,"26,2","24,4","26,6","26,2","24,7","24,4",90,89,90,357,"3,9",0
2025/01/06,0000 UTC,0,"1005,7","1005,7","1004,5",,"25,9","24,3","26,2","25,9","24,4","24,3",91,90,91,357,0,0
2025/01/06,0100 UTC,0,1006,"1006,2","1005,7",,"25,7","24,3","25,9","25,7","24,3","24,3",92,91,92,346,0,0
2025/01/06,0200 UTC,0,"1006,3","1006,3",1006,,"25,6","24,2","25,8","25,6","24,3","24,2",92,92,92,359,0,0
2025/01/06,0300 UTC,0,1006,"1006,3",1006,,"25,4","24,1","25,6","25,4","24,2","24,1",93,92,93,341,0,0
2025/01/06,0400 UTC,0,"1005,4",1006,"1005,4",,25,"23,8","25,4",25,"24,1","23,8",93,93,93,281,0,0
2025/01/06,0500 UTC,0,"1004,7","1005,4","1004,7",,"24,6","23,5",25,"24,6","23,9","23,5",94,93,94,262,0,0
2025/01/06,0600 UTC,0,"1004,1","1004,7","1004,1",,"24,6","23,6","24,6","24,6","23,6","23,5",94,94,94,286,0,0
2025/01/06,0700 UTC,0,"1003,8","1004,1","1003,8",,"24,2","23,3","24,6","24,2","23,6","23,3",94,94,94,244,0,0
2025/01/06,0800 UTC,0,"1004,2","1004,2","1003,8",,24,23,"24,3",24,"23,3",23,95,94,95,186,0,0
2025/01/06,0900 UTC,0,"1004,8","1004,8","1004,2",,"23,8","22,9",24,"23,8","23,1","22,9",95,95,95,188,0,0
2025/01/06,1000 UTC,0,"1005,6","1005,6","1004,8","46,7",24,"23,1",24,"23,8","23,1","22,9",95,95,95,184,0,0
2025/01/06,1100 UTC,0,"1006,4","1006,4","1005,6","419,2","24,9",24,"24,9",24,24,"23,1",95,95,95,194,0,0
2025/01/06,1200 UTC,0,"1007,1","1007,1","1006,3","1004,7","26,6","25,4","26,6","24,9","25,4","24,1",95,93,93,111,0,0
2025/01/06,1300 UTC,0,"1007,2","1007,2",1007,"1318,2","27,7","24,6","27,8","26,6","25,6","24,6",93,83,83,85,0,0
2025/01/06,1400 UTC,0,"1006,8","1007,2","1006,7","1357,6","28,9","23,7","29,3","27,6","24,8","23,5",84,72,73,49,0,0
2025/01/06,1500 UTC,0,"1006,4","1006,8","1006,4","1826,3","30,2","23,8","30,4",29,"24,5","23,4",75,68,68,256,0,0
2025/01/06,1600 UTC,"4,2","1006,2","1006,6","1006,2",472,"25,4","23,7","30,2","24,8","24,2",23,91,68,90,303,"10,6",0
2025/01/06,1700 UTC,0,"1004,9","1006,2","1004,9","1501,9","27,9","24,1","28,3","25,3","25,5","23,7",92,79,80,357,"5,7","1,3"
2025/01/06,1800 UTC,0,"1004,4","1004,9","1004,4","2079,1","28,1","24,1","29,1","27,5","25,1",23,85,72,79,1,"6,3",0
2025/01/06,1900 UTC,0,"1003,9","1004,4","1003,9","1285,9","27,7","22,8","28,7","27,7","24,6","22,7",80,73,75,7,"7,8","1,3"
2025/01/06,2000 UTC,0,"1003,8",1004,"1003,7","773,6","26,9",24,"27,7","26,9",24,"22,3",84,74,84,355,"6,9","0,9"
2025/01/06,2100 UTC,0,"1004,2","1004,4","1003,8","311,7","26,6",24,27,"26,6","24,1","23,7",86,83,86,351,"5,7","0,9"
2025/01/06,2200 UTC,0,"1004,7","1004,8","1004,2","27,2","26,3","24,1","26,7","26,3","24,1",24,88,86,88,356,"5,2",0
